    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      0.00000
    -5.40000      0.00000
    -5.00000      0.00000
    -4.60000      0.00000
    -4.20000      0.00000
    -3.80000      0.00000
    -3.40000      2.50000
    -3.00000     10.00000
    -2.60000     17.50000
    -2.20000     12.50000
    -1.80000     25.00000
    -1.40000     20.00000
    -1.00000     40.00000
    -0.60000     27.50000
    -0.20000     30.00000
     0.20000     25.00000
     0.60000     32.50000
     1.00000     45.00000
     1.40000     15.00000
     1.80000     10.00000
     2.20000     15.00000
     2.60000     15.00000
     3.00000     12.50000
     3.40000      0.00000
     3.80000      0.00000
     4.20000      0.00000
     4.60000      0.00000
     5.00000      0.00000
     5.40000      0.00000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
 after hadron evolution
    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.00000
    -5.80000      0.00000
    -5.40000      0.00000
    -5.00000      0.00000
    -4.60000      0.00000
    -4.20000      0.00000
    -3.80000      5.00000
    -3.40000     10.00000
    -3.00000     22.50000
    -2.60000     25.00000
    -2.20000     50.00000
    -1.80000     90.00000
    -1.40000     97.50000
    -1.00000    117.50000
    -0.60000    110.00000
    -0.20000    147.50000
     0.20000    137.50000
     0.60000    160.00000
     1.00000    137.50000
     1.40000     77.50000
     1.80000     32.50000
     2.20000     67.50000
     2.60000     25.00000
     3.00000     27.50000
     3.40000     10.00000
     3.80000     15.00000
     4.20000      0.00000
     4.60000      0.00000
     5.00000      0.00000
     5.40000      0.00000
     5.80000      0.00000
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
